timestamp,open,high,low,close,volume
2020-06-18,351.4100,353.4500,349.2200,351.7300,24205100
2020-06-17,355.1500,355.4000,351.0900,351.5900,28532000
2020-06-16,351.4600,353.2000,344.7200,352.0800,41357200
2020-06-15,333.2500,345.6800,332.5800,342.9900,34702200
2020-06-12,344.7200,347.8000,334.2200,338.8000,50001500
2020-06-11,349.3100,351.0600,335.4800,335.9000,50415600
2020-06-10,347.9000,354.7700,346.0900,352.8400,41662900
2020-06-09,332.1400,345.6100,332.0100,343.9900,36928100
2020-06-08,330.2500,333.6000,327.3200,333.4600,23913600
2020-06-05,323.3500,331.7500,323.2300,331.5000,34312600
2020-06-04,324.3900,325.6200,320.7800,322.3200,21890100
2020-06-03,324.6600,326.2000,322.3000,325.1200,26122800
2020-06-02,320.7500,323.4400,318.9300,323.3400,21910700
2020-06-01,317.7500,322.3500,317.2100,321.8500,20197800
2020-05-29,319.2500,321.1500,316.4700,317.9400,38399500
2020-05-28,316.7700,323.4400,315.6300,318.2500,33390200
2020-05-27,316.1400,318.7100,313.0900,318.1100,28236300
2020-05-26,323.5000,324.2400,316.5000,316.7300,31380500
2020-05-22,315.7700,319.2300,315.3500,318.8900,20450800
2020-05-21,318.6600,320.8900,315.8700,316.8500,25672200
2020-05-20,316.6800,319.5200,316.5200,319.2300,27876200
2020-05-19,315.0300,318.5200,313.0100,313.1400,25432400
2020-05-18,313.1700,316.5000,310.3200,314.9600,33843100
2020-05-15,300.3500,307.9000,300.2100,307.7100,41587100
2020-05-14,304.5100,309.7900,301.5300,309.5400,39732300
2020-05-13,312.1500,315.9500,303.2100,307.6500,50155600
2020-05-12,317.8300,319.6900,310.9100,311.4100,40575300
2020-05-11,308.1000,317.0500,307.2400,315.0100,36486600
2020-05-08,305.6400,310.3500,304.2900,310.1300,33512000
2020-05-07,303.2200,305.1700,301.9700,303.7400,28803800
2020-05-06,300.4600,303.2400,298.8700,300.6300,35583400
2020-05-05,295.0600,301.0000,294.4600,297.5600,36937800
2020-05-04,289.1700,293.6900,286.3200,293.1600,33392000
2020-05-01,286.2500,299.0000,285.8500,289.0700,60154200
2020-04-30,289.9600,294.5300,288.3500,293.8000,45766000
2020-04-29,284.7300,289.6700,283.8900,287.7300,34320200
2020-04-28,285.0800,285.8300,278.2000,278.5800,28001200
2020-04-27,281.8000,284.5400,279.9500,283.1700,29271900
