timestamp,open,high,low,close,volume
2020-06-29,195.7800,198.5300,193.5500,198.4400,26701586
2020-06-26,199.7300,199.8900,194.8800,196.3300,54675800
2020-06-25,197.8000,200.6100,195.4700,200.3400,27803900
2020-06-24,201.6000,203.2500,196.5600,197.8400,36740600
2020-06-23,202.0900,203.9500,201.4300,201.9100,30917400
2020-06-22,195.7900,200.7600,195.2300,200.5700,32818900
2020-06-19,198.5900,199.2900,194.3700,195.1500,44441100
2020-06-18,194.0000,196.4900,194.0000,196.3200,23061600
2020-06-17,195.0300,196.3200,193.6900,194.2400,25655900
2020-06-16,192.8900,195.5800,191.4600,193.5700,42556700
2020-06-15,184.5800,190.8200,184.0100,188.9400,32770200
2020-06-12,190.5400,191.7200,185.1800,187.7400,43345700
2020-06-11,193.1300,195.7600,186.0700,186.2700,52854700
2020-06-10,191.1300,198.5200,191.0100,196.8400,43872300
2020-06-09,188.0000,190.7000,187.2600,189.8000,29783900
2020-06-08,185.9400,188.5500,184.4400,188.3600,33211600
2020-06-05,182.6200,187.7300,182.0100,187.2000,39893600
2020-06-04,184.3000,185.8400,182.3000,182.9200,28761800
2020-06-03,184.8200,185.9400,183.5800,185.3600,27311000
2020-06-02,184.2500,185.0000,181.3500,184.9100,30794600
2020-06-01,182.5400,183.0000,181.4600,182.8300,22622400
2020-05-29,182.7300,184.2700,180.4100,183.2500,42146700
2020-05-28,180.7400,184.1500,180.3800,181.4000,33810200
2020-05-27,180.2000,181.9900,176.6000,181.8100,39517100
2020-05-26,186.3400,186.5000,181.1000,181.5700,36073600
2020-05-22,183.1900,184.4600,182.5400,183.5100,20826900
2020-05-21,185.4000,186.6700,183.2900,183.4300,29119500
2020-05-20,184.8100,185.8500,183.9400,185.6600,31261300
2020-05-19,185.0300,186.6000,183.4900,183.6300,26799100
2020-05-18,185.7500,186.2000,183.9600,184.9100,35306600
2020-05-15,179.0600,187.0600,177.0000,183.1600,46610400
2020-05-14,177.5400,180.6900,175.6800,180.5300,41873900
2020-05-13,182.5500,184.0500,176.5400,179.7500,44711500
2020-05-12,186.8000,187.0400,182.3000,182.5100,32038200
2020-05-11,183.1500,187.5100,182.8500,186.7400,30892700
2020-05-08,184.9800,185.0000,183.3600,184.6800,30912600
2020-05-07,184.1700,184.5500,182.5800,183.6000,28316000
2020-05-06,182.0800,184.2000,181.6300,182.5400,32139300
2020-05-05,180.6200,183.6500,179.9000,180.7600,36839200
2020-05-04,174.4900,179.0000,173.8000,178.8400,30372900
2020-05-01,175.8000,178.6400,174.0100,174.5700,39370500
2020-04-30,180.0000,180.4000,176.2300,179.2100,53875900
2020-04-29,173.2200,177.6800,171.8800,177.4300,51286600
2020-04-28,175.5900,175.6700,169.3900,169.8100,34392700
2020-04-27,176.5900,176.9000,173.3000,174.0500,33194400
